CFSLGR_DataFile,,,,,,,,,
ÉfÅ[É^ï€ë∂[å¬/ïb],1200,,Filter,OFF,,,,,
íËäi,100,100,,2,2,2,,,0.276826389
åoâﬂéûä‘[sec],Fx[N],Fy[N],Fz[N],Mx[Nm],My[Nm],Mz[Nm],,,
2.0442,-0.01,0.21,-0.01,-0.006,-0.005,-0.003,,,
2.045,-0.01,0.07,0.11,0.002,-0.006,-0.003,,,
2.0458,-0.07,0.03,0.05,0.003,-0.008,-0.003,,,
2.0467,-0.08,0,-0.21,0.006,-0.01,-0.003,,,
2.0475,-0.1,-0.1,-0.09,0.014,-0.012,-0.003,,,
2.0483,-0.18,-0.11,0.02,0.009,-0.012,-0.003,,,
2.0492,-0.15,0.03,0.1,0.001,-0.008,-0.003,,,
2.05,-0.03,0.07,0.41,0.003,-0.007,-0.003,,,
2.0508,-0.06,0.13,0.46,0.001,-0.007,-0.002,,,
2.0517,-0.05,0.17,0.35,0.002,-0.006,-0.002,,,
2.0525,-0.04,0.16,0.31,0.004,-0.006,-0.002,,,
2.0533,0,0.18,0.26,0.005,-0.006,-0.002,,,
2.0542,0.09,0.17,0.26,0.007,-0.004,-0.001,,,
2.055,0.15,0.14,0.4,0.012,-0.004,-0.002,,,
2.0558,0.14,0.12,0.43,0.017,-0.005,-0.002,,,
2.0567,0.09,0.18,0.34,0.017,-0.005,-0.003,,,
2.0575,0.12,0.21,0.34,0.018,-0.005,-0.002,,,
2.0583,0.14,0.24,0.6,0.02,-0.008,-0.003,,,
2.0592,0.18,0.16,0.9,0.031,-0.011,-0.002,,,
2.06,0.1,0.09,1.09,0.042,-0.015,-0.002,,,
2.0608,0.04,0.06,0.85,0.05,-0.019,-0.003,,,
2.0617,-0.02,0.07,0.72,0.057,-0.023,-0.002,,,
2.0625,0.02,0.07,0.95,0.07,-0.027,-0.003,,,
2.0633,0.02,-0.06,0.86,0.081,-0.034,-0.002,,,
2.0642,-0.03,-0.12,0.64,0.086,-0.04,-0.002,,,
2.065,-0.08,-0.13,0.51,0.096,-0.043,-0.003,,,
2.0658,-0.16,-0.19,0.5,0.105,-0.048,-0.002,,,
2.0667,-0.17,-0.2,0.61,0.115,-0.054,-0.003,,,
2.0675,-0.25,-0.29,0.96,0.126,-0.058,0,,,
2.0683,-0.31,-0.47,0.84,0.134,-0.062,0,,,
2.0692,-0.3,-0.46,0.38,0.131,-0.066,-0.001,,,
2.07,-0.35,-0.37,0.36,0.135,-0.063,-0.001,,,
2.0708,-0.24,-0.39,0.5,0.141,-0.063,0.001,,,
2.0717,-0.26,-0.42,0.62,0.142,-0.065,0.001,,,
2.0725,-0.28,-0.47,0.59,0.142,-0.065,0.002,,,
2.0733,-0.28,-0.49,0.53,0.14,-0.063,0.001,,,
2.0742,-0.26,-0.43,0.47,0.133,-0.063,0,,,
2.075,-0.29,-0.28,0.45,0.13,-0.059,0,,,
2.0758,-0.15,-0.22,0.44,0.125,-0.054,0.002,,,
2.0767,-0.13,-0.29,0.36,0.12,-0.05,0.001,,,
2.0775,-0.09,-0.31,0.38,0.113,-0.047,0.002,,,
2.0783,-0.16,-0.31,0.34,0.107,-0.047,0.001,,,
2.0792,-0.06,-0.21,0.32,0.097,-0.039,0,,,
2.08,-0.03,-0.14,0.24,0.086,-0.035,0,,,
2.0808,-0.07,-0.08,0.1,0.076,-0.034,0.001,,,
2.0817,-0.08,-0.02,0.15,0.067,-0.03,0.001,,,
2.0825,-0.09,-0.03,0.13,0.061,-0.027,0.001,,,
2.0833,0,-0.02,0.22,0.054,-0.021,0.001,,,
2.0842,-0.04,-0.07,0.46,0.043,-0.02,0.002,,,
2.085,-0.07,0,0.46,0.032,-0.016,0.003,,,
2.0858,-0.04,0.09,0.18,0.023,-0.012,0.002,,,
2.0867,-0.04,0.07,0.11,0.017,-0.009,0.002,,,
2.0875,-0.02,0.01,0.27,0.016,-0.006,0.002,,,
2.0883,0.05,-0.04,0.24,0.015,-0.003,0.004,,,
2.0892,0.02,-0.03,0.14,0.011,-0.006,0.004,,,
2.09,-0.05,-0.01,0.28,0.01,-0.004,0.004,,,
2.0908,0.04,-0.02,0.37,0.012,0.007,0.003,,,
2.0917,0.23,0.06,0.03,0.004,0.011,0.004,,,
2.0925,0.19,0.12,-0.13,0.002,0.011,0.005,,,
2.0933,0.18,0.05,-0.05,0.006,0.011,0.004,,,
2.0942,0.17,0.04,-0.05,0.005,0.011,0.003,,,
2.095,0.18,0.06,-0.13,0.003,0.011,0.003,,,
2.0958,0.19,0.03,-0.16,0.005,0.009,0.003,,,
2.0967,0.1,0.09,-0.18,0.002,0.001,0.003,,,
2.0975,-0.01,0.15,-0.14,0.001,-0.003,0.002,,,
2.0983,-0.03,0.1,0,0.003,-0.002,0.001,,,
2.0992,0.02,0.06,-0.07,0.004,-0.004,0.002,,,
2.1,-0.05,0.02,0.03,0.006,-0.005,0.002,,,
2.1008,-0.03,-0.01,0.08,0.006,-0.006,0.003,,,
2.1017,-0.12,0.02,0.14,0.008,-0.008,0.002,,,
2.1025,-0.09,0.02,0.05,0.01,-0.009,0.002,,,
2.1033,-0.1,-0.01,0.02,0.013,-0.01,0.002,,,
2.1042,-0.12,-0.01,-0.03,0.016,-0.011,0.003,,,
2.105,-0.09,-0.02,0.04,0.019,-0.009,0.001,,,
2.1058,-0.05,-0.03,0.03,0.022,-0.01,0.002,,,
2.1067,-0.05,-0.04,0.11,0.027,-0.011,0.002,,,
2.1075,-0.04,-0.08,0.16,0.037,-0.011,0.001,,,
2.1083,-0.01,-0.08,0.07,0.041,-0.013,0.002,,,
2.1092,-0.05,-0.08,-0.07,0.052,-0.015,0.001,,,
2.11,-0.04,-0.17,-0.06,0.062,-0.016,0.001,,,
2.1108,-0.03,-0.24,0.02,0.075,-0.019,-0.001,,,
2.1117,-0.02,-0.37,0.16,0.089,-0.02,0,,,
2.1125,0,-0.44,0.18,0.1,-0.024,0,,,
2.1133,-0.05,-0.47,0.09,0.111,-0.028,0,,,
2.1142,-0.06,-0.45,-0.04,0.117,-0.03,0,,,
2.115,-0.06,-0.44,-0.09,0.127,-0.034,-0.001,,,
2.1158,-0.1,-0.54,0.05,0.138,-0.036,0,,,
2.1167,-0.07,-0.63,0.16,0.147,-0.041,-0.002,,,
2.1175,-0.12,-0.66,0.23,0.154,-0.044,0,,,
2.1183,-0.11,-0.61,0.17,0.157,-0.047,-0.001,,,
2.1192,-0.15,-0.57,0.12,0.162,-0.051,-0.001,,,
2.12,-0.17,-0.57,0.13,0.163,-0.056,0,,,
2.1208,-0.18,-0.58,0.14,0.167,-0.057,-0.001,,,
2.1217,-0.22,-0.55,0.15,0.166,-0.059,-0.001,,,
2.1225,-0.19,-0.56,0.22,0.169,-0.061,-0.001,,,
2.1233,-0.23,-0.56,0.4,0.172,-0.063,-0.001,,,
2.1242,-0.19,-0.54,0.59,0.173,-0.063,-0.001,,,
2.125,-0.24,-0.46,0.56,0.17,-0.065,-0.003,,,
2.1258,-0.22,-0.4,0.67,0.167,-0.066,-0.001,,,
2.1267,-0.16,-0.39,0.66,0.168,-0.063,-0.002,,,
2.1275,-0.14,-0.3,0.63,0.162,-0.063,-0.002,,,
2.1283,-0.09,-0.26,0.53,0.16,-0.061,-0.002,,,
2.1292,-0.08,-0.28,0.45,0.16,-0.06,-0.003,,,
2.13,-0.03,-0.28,0.45,0.157,-0.058,-0.003,,,
2.1308,-0.03,-0.31,0.35,0.158,-0.058,-0.004,,,
2.1317,-0.05,-0.35,0.45,0.159,-0.058,-0.004,,,
2.1325,-0.04,-0.33,0.53,0.156,-0.058,-0.004,,,
2.1333,-0.12,-0.35,0.38,0.155,-0.061,-0.005,,,
2.1342,-0.18,-0.36,0.38,0.148,-0.064,-0.004,,,
2.135,-0.13,-0.33,0.19,0.142,-0.061,-0.004,,,
2.1358,-0.13,-0.35,0,0.141,-0.061,-0.005,,,
2.1367,-0.15,-0.41,0.23,0.139,-0.064,-0.004,,,
2.1375,-0.23,-0.49,0.33,0.137,-0.065,-0.005,,,
2.1383,-0.33,-0.45,0.34,0.128,-0.067,-0.005,,,
2.1392,-0.32,-0.38,0.27,0.118,-0.066,-0.005,,,
2.14,-0.39,-0.32,0.19,0.11,-0.068,-0.005,,,
2.1408,-0.38,-0.24,0.26,0.099,-0.066,-0.004,,,
2.1417,-0.31,-0.19,0.15,0.089,-0.062,-0.004,,,
2.1425,-0.26,-0.18,0.21,0.08,-0.056,-0.003,,,
2.1433,-0.22,-0.17,0.19,0.072,-0.051,-0.004,,,
2.1442,-0.24,-0.1,0.26,0.06,-0.045,-0.003,,,
2.145,-0.11,-0.08,0.37,0.053,-0.038,-0.003,,,
2.1458,-0.13,-0.03,0.49,0.041,-0.029,-0.003,,,
2.1467,-0.03,0.05,0.37,0.03,-0.023,-0.003,,,
2.1475,-0.01,0.12,0.36,0.019,-0.014,-0.002,,,
2.1483,0.06,0.17,0.41,0.011,-0.01,-0.003,,,
2.1492,0.09,0.18,0.56,0.003,-0.003,-0.002,,,
2.15,0.25,0.16,0.72,-0.001,0.007,-0.003,,,
2.1508,0.16,0.26,0.63,-0.007,0.007,-0.004,,,
2.1517,0.13,0.29,0.66,-0.009,0.003,-0.003,,,
2.1525,0.2,0.28,0.73,-0.005,0.006,-0.004,,,
2.1533,0.22,0.3,0.65,-0.009,0.005,-0.004,,,
2.1542,0.22,0.26,0.34,-0.008,0.009,-0.002,,,
2.155,0.22,0.13,0.43,-0.001,0.008,-0.002,,,
2.1558,0.14,0.16,0.22,-0.006,0.006,-0.004,,,
2.1567,0.14,0.14,0.23,-0.005,0.004,-0.001,,,
2.1575,0.15,0.03,0.46,0.002,0.003,-0.001,,,
2.1583,0.07,0.01,0.53,0.005,0.001,-0.002,,,
2.1592,-0.04,0.03,0.37,0.002,-0.002,-0.001,,,
2.16,-0.01,0.02,0.36,0.004,-0.003,-0.001,,,
2.1608,0.02,0.03,0.51,0.004,-0.002,-0.002,,,
2.1617,0,0.07,0.49,0,-0.004,0,,,
2.1625,0.04,0.07,0.72,0.002,-0.004,0,,,
2.1633,0,0.09,0.8,0.001,-0.003,-0.001,,,
2.1642,-0.02,0.19,0.78,-0.003,-0.005,0,,,
2.165,-0.05,0.2,0.81,-0.004,-0.007,0,,,
2.1658,-0.12,0.32,0.7,-0.009,-0.008,-0.001,,,
2.1667,-0.13,0.39,0.26,-0.016,-0.006,0,,,
2.1675,0.02,0.33,0.39,-0.011,-0.003,0.001,,,
2.1683,-0.01,0.21,0.41,-0.009,-0.006,0,,,
2.1692,-0.07,0.21,0.38,-0.01,-0.008,0,,,
2.17,-0.06,0.2,0.49,-0.007,-0.007,0,,,
2.1708,-0.05,0.27,0.68,-0.008,-0.007,-0.001,,,
2.1717,-0.07,0.23,0.69,-0.009,-0.008,0.001,,,
2.1725,-0.06,0.24,0.77,-0.006,-0.006,0,,,
2.1733,-0.05,0.33,0.67,-0.007,-0.003,0,,,
2.1742,-0.05,0.37,0.27,-0.014,-0.004,-0.001,,,
2.175,0.02,0.3,0.19,-0.012,0,-0.001,,,
2.1758,0.11,0.29,0.14,-0.014,0.002,-0.001,,,
2.1767,0.11,0.33,0.16,-0.015,0,-0.001,,,
2.1775,0.05,0.26,0.28,-0.008,0.001,-0.001,,,
2.1783,0.06,0.19,0.24,-0.007,0,-0.001,,,
2.1792,-0.01,0.21,0.14,-0.007,-0.005,0,,,
2.18,-0.08,0.13,0.26,0,-0.003,0.001,,,
2.1808,-0.02,0.04,0.24,0.002,-0.004,0.002,,,
2.1817,-0.03,0.04,0.24,0.005,0.003,0.003,,,
2.1825,0.21,-0.13,0.23,0.01,0.007,0.003,,,
2.1833,0.12,-0.09,0.05,0.007,0,0.005,,,
2.1842,0.03,-0.07,0.13,0.009,0.002,0.005,,,
2.185,0.09,-0.11,0.2,0.012,0.008,0.004,,,
2.1858,0.18,-0.14,0.08,0.01,0.006,0.005,,,
2.1867,0.08,-0.1,0.08,0.011,0.003,0.004,,,
2.1875,0.07,-0.14,0.15,0.012,0.006,0.004,,,
2.1883,0.09,-0.01,0.01,0.003,0.004,0.004,,,
2.1892,0.09,0.07,-0.04,0.003,0.004,0.003,,,
2.19,0.08,-0.04,-0.42,0.001,0.003,0.004,,,
2.1908,0.03,0.17,-0.81,-0.016,0.002,0.004,,,
2.1917,0.09,0.25,-0.55,-0.007,0.005,0.001,,,
2.1925,0.13,0.01,-0.05,0.001,0,0.004,,,
2.1933,0.03,0.07,0.13,-0.003,-0.004,0.002,,,
2.1942,-0.02,0.13,0.23,-0.003,-0.001,0.002,,,
2.195,-0.02,0.14,0.32,-0.002,-0.003,0.002,,,
2.1958,-0.11,0.24,0.21,-0.005,-0.007,0.002,,,
2.1967,-0.11,0.23,0.17,-0.003,-0.005,0.001,,,
2.1975,-0.01,0.09,0.16,0,-0.004,0.001,,,
2.1983,0.01,-0.01,0.11,0.003,-0.003,0.001,,,
2.1992,0,-0.03,0.06,0.004,-0.003,0,,,
2.2,0.02,-0.02,0.14,0.003,-0.002,0.002,,,
2.2008,0.01,0.07,0.08,0.001,-0.002,0.001,,,
2.2017,0.01,0.11,0.05,-0.001,0,0.001,,,
2.2025,0,0.14,0.01,-0.002,-0.001,0,,,
2.2033,0,0.08,0.14,0.002,-0.001,0.001,,,
2.2042,0.04,0,0.17,0.006,0.001,0,,,
2.205,0.08,-0.04,0.12,0.004,0.002,0.002,,,
2.2058,0.08,-0.02,0.1,0.006,0.002,0,,,
2.2067,0.1,-0.08,0.22,0.009,0.005,0.002,,,
2.2075,0.14,-0.03,0.17,0.006,0.005,0.001,,,
2.2083,0.14,0,0.2,0.006,0.007,0.001,,,
2.2092,0.16,-0.02,0.27,0.007,0.007,0.001,,,
2.21,0.12,-0.02,0.23,0.007,0.004,0.001,,,
2.2108,0.09,-0.02,0.18,0.006,0.004,0,,,
2.2117,0.11,-0.03,0.22,0.007,0.004,0,,,
2.2125,0.11,-0.05,0.18,0.008,0.004,0,,,
2.2133,0.12,-0.06,0.16,0.007,0.005,0,,,
2.2142,0.13,-0.04,0.13,0.007,0.002,-0.001,,,
2.215,0.06,-0.05,0.18,0.009,0.002,0,,,
2.2158,0.08,-0.07,0.23,0.007,0.002,-0.001,,,
2.2167,0.01,0,0.16,0.004,-0.005,-0.001,,,
2.2175,-0.08,0.01,0.19,0.007,-0.002,-0.001,,,
2.2183,0.02,0,0.21,0.005,0.001,-0.002,,,
2.2192,0.07,0.03,0.14,0.002,-0.001,-0.002,,,
2.22,0.01,0.05,0.15,0.003,-0.003,-0.002,,,
2.2208,-0.01,0.05,0.18,0,-0.001,-0.002,,,
2.2217,0.03,0.14,0.12,-0.005,0,-0.003,,,
2.2225,0.06,0.18,0.16,-0.003,0,-0.003,,,
2.2233,0.07,0.17,0.22,-0.006,0,-0.003,,,
2.2242,0.06,0.27,0.17,-0.01,-0.001,-0.004,,,
2.225,0.05,0.31,0.2,-0.009,-0.002,-0.004,,,
2.2258,0.03,0.24,0.2,-0.006,-0.003,-0.005,,,
2.2267,0.01,0.18,0.11,-0.004,-0.004,-0.004,,,
2.2275,0.01,0.12,0.13,-0.001,-0.005,-0.004,,,
2.2283,0,0.04,0.15,0.002,-0.006,-0.004,,,
2.2292,-0.06,0.03,0.12,0.003,-0.009,-0.004,,,
2.23,-0.08,0,0.04,0.005,-0.01,-0.004,,,
2.2308,-0.1,-0.01,0.12,0.006,-0.011,-0.004,,,
2.2317,-0.13,-0.01,0.12,0.006,-0.011,-0.003,,,
2.2325,-0.13,0.02,0.17,0.003,-0.011,-0.003,,,
2.2333,-0.11,0.07,0.2,0.002,-0.008,-0.002,,,
2.2342,-0.04,0.07,0.32,0.002,-0.006,-0.002,,,
2.235,0,0.12,0.29,-0.001,-0.006,-0.001,,,
2.2358,0,0.17,0.37,0.001,-0.005,-0.001,,,
2.2367,0,0.2,0.35,0.001,-0.005,0,,,
2.2375,0.05,0.26,0.4,-0.001,-0.005,0,,,
2.2383,0.02,0.27,0.49,0.003,-0.005,0.001,,,
2.2392,0.08,0.25,0.6,0.005,-0.007,0.001,,,
2.24,0.02,0.28,0.53,0.007,-0.007,0,,,
2.2408,0.12,0.28,0.57,0.01,-0.005,0,,,
2.2417,0.05,0.21,0.67,0.016,-0.009,0,,,
2.2425,0.12,0.21,0.86,0.024,-0.011,0,,,
2.2433,0.05,0.16,1.02,0.031,-0.015,0,,,
2.2442,0.04,0.13,0.92,0.039,-0.018,0.001,,,
2.245,0,0.15,0.77,0.046,-0.023,0,,,
2.2458,-0.05,0.07,0.71,0.058,-0.027,0,,,
2.2467,-0.07,0.01,0.7,0.069,-0.033,0,,,
2.2475,-0.11,-0.11,0.57,0.078,-0.038,0.001,,,
2.2483,-0.04,-0.13,0.47,0.083,-0.039,-0.001,,,
2.2492,-0.15,-0.21,0.47,0.094,-0.045,0,,,
2.25,-0.27,-0.29,0.49,0.107,-0.055,0.002,,,
2.2508,-0.29,-0.37,0.67,0.118,-0.06,0.001,,,
2.2517,-0.33,-0.46,0.75,0.126,-0.063,0.001,,,
2.2525,-0.35,-0.45,0.71,0.132,-0.065,0.001,,,
2.2533,-0.36,-0.44,0.46,0.134,-0.069,0.001,,,
2.2542,-0.28,-0.34,0.32,0.131,-0.068,0.002,,,
2.255,-0.25,-0.38,0.32,0.135,-0.067,0.004,,,
2.2558,-0.25,-0.37,0.45,0.136,-0.067,0.004,,,
2.2567,-0.3,-0.45,0.5,0.138,-0.068,0.004,,,
2.2575,-0.3,-0.38,0.48,0.134,-0.067,0.003,,,
2.2583,-0.3,-0.31,0.54,0.129,-0.065,0.003,,,
2.2592,-0.28,-0.24,0.52,0.125,-0.063,0.004,,,
2.26,-0.26,-0.24,0.63,0.119,-0.06,0.004,,,
2.2608,-0.22,-0.28,0.61,0.115,-0.057,0.005,,,
2.2617,-0.2,-0.25,0.59,0.11,-0.052,0.004,,,
2.2625,-0.14,-0.17,0.41,0.1,-0.048,0.005,,,
2.2633,-0.15,-0.08,0.17,0.09,-0.043,0.004,,,
2.2642,-0.13,-0.12,0.13,0.08,-0.041,0.005,,,
2.265,-0.11,-0.12,0.07,0.076,-0.036,0.005,,,
2.2658,-0.11,-0.11,0.15,0.065,-0.032,0.005,,,
2.2667,-0.11,-0.12,0.36,0.059,-0.03,0.006,,,
2.2675,-0.09,-0.06,0.4,0.053,-0.024,0.005,,,
2.2683,-0.07,0.03,0.45,0.039,-0.018,0.005,,,
2.2692,0,0,0.23,0.03,-0.015,0.007,,,
2.27,0.08,-0.02,0.28,0.022,-0.004,0.005,,,
2.2708,0.12,-0.03,0.19,0.018,-0.001,0.006,,,
2.2717,0.02,-0.03,0.07,0.012,-0.006,0.004,,,
2.2725,0.04,-0.1,0.27,0.011,-0.002,0.006,,,
2.2733,0.17,0,0.34,0.013,0.004,0.004,,,
2.2742,0.12,0.09,0,0.008,0.001,0.006,,,
2.275,0.05,0.11,-0.01,0.007,0,0.005,,,
2.2758,0.07,0.14,0.04,0.005,0,0.004,,,
2.2767,0.13,0.12,-0.15,0.003,0.001,0.004,,,
2.2775,0.16,0.01,-0.13,0.005,0.001,0.004,,,
2.2783,0.11,0.01,0.1,0.008,0.001,0.003,,,
2.2792,0.03,0.12,0.08,0.005,0,0.003,,,
2.28,0.01,0.12,-0.01,0.005,-0.004,0.003,,,
2.2808,-0.04,0.11,-0.01,0.005,-0.006,0.003,,,
2.2817,-0.03,0.1,-0.08,0.006,-0.006,0.003,,,
2.2825,-0.05,0.07,-0.16,0.006,-0.009,0.002,,,
2.2833,-0.08,-0.01,-0.03,0.009,-0.01,0.003,,,
2.2842,-0.07,-0.02,0.12,0.012,-0.011,0.003,,,
2.285,-0.09,0.01,0.08,0.014,-0.013,0.003,,,
2.2858,-0.12,0.03,0,0.016,-0.014,0.004,,,
2.2867,-0.1,0.04,-0.09,0.018,-0.016,0.003,,,
2.2875,-0.1,0.03,0.13,0.024,-0.014,0.004,,,
2.2883,-0.05,-0.02,0.29,0.034,-0.014,0.003,,,
2.2892,-0.03,-0.09,0.16,0.038,-0.013,0.003,,,
2.29,-0.03,-0.1,0.16,0.048,-0.017,0.002,,,
2.2908,-0.06,-0.17,0.31,0.058,-0.018,0.004,,,
2.2917,-0.02,-0.19,0.21,0.068,-0.02,0.001,,,
2.2925,-0.04,-0.23,0.08,0.076,-0.023,0.003,,,
2.2933,-0.03,-0.3,0.09,0.09,-0.024,0.002,,,
2.2942,-0.02,-0.43,0.1,0.102,-0.026,0.002,,,
2.295,-0.05,-0.44,0.2,0.112,-0.029,0.002,,,
2.2958,0,-0.5,0.22,0.126,-0.032,0.001,,,
2.2967,-0.1,-0.5,0.14,0.131,-0.038,0.002,,,
2.2975,-0.11,-0.45,0.12,0.142,-0.042,0.001,,,
2.2983,-0.1,-0.51,0.12,0.152,-0.044,0.002,,,
2.2992,-0.09,-0.59,0.23,0.165,-0.048,0.001,,,
2.3,-0.12,-0.67,0.15,0.172,-0.053,0.001,,,
2.3008,-0.17,-0.67,0.13,0.18,-0.057,0.001,,,
2.3017,-0.16,-0.71,0.02,0.186,-0.059,0.001,,,
2.3025,-0.18,-0.67,0.03,0.191,-0.062,0.001,,,
2.3033,-0.17,-0.69,-0.01,0.195,-0.065,0.001,,,
2.3042,-0.22,-0.69,0.06,0.199,-0.069,0.001,,,
2.305,-0.25,-0.76,0.19,0.201,-0.072,0.001,,,
2.3058,-0.29,-0.78,0.32,0.201,-0.074,0.002,,,
2.3067,-0.28,-0.72,0.4,0.198,-0.075,0.001,,,
2.3075,-0.31,-0.66,0.49,0.197,-0.076,0.002,,,
2.3083,-0.25,-0.57,0.61,0.193,-0.075,0.002,,,
2.3092,-0.26,-0.53,0.68,0.19,-0.075,0.001,,,
2.31,-0.22,-0.48,0.68,0.184,-0.072,0.002,,,
2.3108,-0.19,-0.38,0.49,0.175,-0.07,0,,,
2.3117,-0.19,-0.26,0.25,0.165,-0.068,0.001,,,
2.3125,-0.12,-0.16,0.22,0.16,-0.064,0,,,
2.3133,-0.04,-0.18,0.46,0.159,-0.066,0,,,
2.3142,-0.03,-0.22,0.56,0.157,-0.068,-0.001,,,
2.315,-0.07,-0.23,0.69,0.155,-0.066,-0.002,,,
2.3158,-0.18,-0.27,0.49,0.149,-0.069,-0.003,,,
2.3167,-0.23,-0.19,0.21,0.14,-0.068,-0.002,,,
2.3175,-0.21,-0.14,0.27,0.137,-0.066,-0.003,,,
2.3183,-0.18,-0.27,0.25,0.138,-0.067,-0.002,,,
2.3192,-0.17,-0.38,0.21,0.134,-0.069,-0.002,,,
2.32,-0.26,-0.46,0.3,0.132,-0.072,-0.003,,,
2.3208,-0.35,-0.54,0.28,0.127,-0.07,-0.002,,,
2.3217,-0.38,-0.43,0.23,0.112,-0.069,-0.003,,,
2.3225,-0.39,-0.31,0.22,0.103,-0.066,-0.003,,,
2.3233,-0.32,-0.24,0.19,0.093,-0.059,-0.003,,,
2.3242,-0.29,-0.17,-0.02,0.081,-0.053,-0.004,,,
2.325,-0.18,-0.07,-0.02,0.068,-0.045,-0.003,,,
2.3258,-0.11,-0.09,0.16,0.062,-0.037,-0.003,,,
2.3267,-0.01,-0.04,0.29,0.05,-0.03,-0.003,,,
2.3275,-0.02,0.03,0.3,0.038,-0.023,-0.003,,,
2.3283,0.05,0.16,0.36,0.024,-0.016,-0.003,,,
2.3292,0.04,0.24,0.35,0.015,-0.01,-0.004,,,
2.33,0.11,0.35,0.43,0.004,-0.006,-0.003,,,
2.3308,0.08,0.34,0.45,-0.002,-0.002,-0.003,,,
2.3317,0.15,0.32,0.55,-0.003,0.005,-0.003,,,
2.3325,0.25,0.22,0.7,-0.005,0.008,-0.003,,,
2.3333,0.14,0.19,0.62,-0.007,0.001,-0.001,,,
2.3342,0.01,0.2,0.4,-0.004,0.001,-0.001,,,
2.335,0.09,0.2,0.28,-0.001,0.005,-0.002,,,
2.3358,0.12,0.1,0.31,-0.001,0.003,-0.001,,,
2.3367,0.13,0.04,0.39,0.002,0.003,0,,,
2.3375,0.1,0.01,0.42,0.005,0.002,0,,,
2.3383,0.06,0.05,0.31,0.001,0,0,,,
2.3392,0.01,0.08,0.31,0.001,-0.001,0,,,
2.34,0.02,0.05,0.36,0.004,0,0,,,
2.3408,0.12,0.06,0.37,0.001,0.003,0,,,
2.3417,0.09,0.09,0.45,0,-0.001,0.001,,,
2.3425,0.01,0.08,0.44,-0.001,-0.003,0.002,,,
2.3433,0.01,0.13,0.5,-0.002,-0.004,0.001,,,
2.3442,-0.01,0.16,0.58,-0.005,-0.004,0,,,
2.345,0.02,0.21,0.78,-0.005,-0.004,0.001,,,
2.3458,-0.01,0.22,0.78,-0.006,-0.004,0.001,,,
2.3467,-0.05,0.26,0.66,-0.008,-0.006,0.001,,,
2.3475,-0.08,0.25,0.62,-0.008,-0.006,0.001,,,
2.3483,-0.04,0.22,0.65,-0.007,-0.005,0.001,,,
2.3492,-0.05,0.23,0.58,-0.008,-0.006,0.002,,,
2.35,-0.03,0.22,0.57,-0.008,-0.008,0.002,,,
2.3508,-0.08,0.27,0.55,-0.008,-0.008,0.002,,,
2.3517,-0.06,0.3,0.6,-0.01,-0.009,0.002,,,
2.3525,-0.11,0.34,0.59,-0.011,-0.008,0.002,,,
2.3533,-0.04,0.32,0.75,-0.01,-0.007,0.002,,,
2.3542,-0.07,0.36,0.74,-0.012,-0.007,0.002,,,
2.355,-0.04,0.33,0.75,-0.012,-0.006,0.001,,,
2.3558,-0.05,0.32,0.64,-0.011,-0.005,0.001,,,
2.3567,-0.03,0.32,0.38,-0.013,-0.003,0.002,,,
2.3575,-0.03,0.36,0.1,-0.016,-0.002,0.001,,,
2.3583,0.02,0.29,0.15,-0.014,-0.003,0.002,,,
2.3592,-0.04,0.24,0.16,-0.011,-0.004,0.002,,,
2.36,-0.03,0.2,0.17,-0.009,-0.004,0.002,,,
2.3608,-0.07,0.18,0.22,-0.007,-0.005,0.003,,,
2.3617,-0.07,0.08,0.24,-0.001,-0.001,0.003,,,
2.3625,0,0.07,0.29,0.002,0.001,0.004,,,
2.3633,0.01,0.07,0.18,0.003,0,0.005,,,
2.3642,0.01,-0.03,0.2,0.006,0.002,0.006,,,
2.365,0.05,-0.07,0.21,0.01,0.008,0.006,,,
2.3658,0.13,-0.11,0.08,0.01,0.013,0.007,,,
2.3667,0.14,-0.11,-0.06,0.011,0.017,0.007,,,
2.3675,0.23,-0.13,0.05,0.014,0.023,0.007,,,
2.3683,0.27,-0.09,-0.1,0.013,0.022,0.007,,,
2.3692,0.2,-0.11,-0.21,0.013,0.02,0.007,,,
2.37,0.21,-0.12,-0.09,0.012,0.019,0.006,,,
2.3708,0.21,-0.05,-0.02,0.009,0.016,0.006,,,
2.3717,0.14,0,-0.05,0.007,0.011,0.005,,,
2.3725,0.09,0.04,0.04,0.005,0.006,0.005,,,
2.3733,0,0.1,-0.08,0.001,0.002,0.004,,,
2.3742,0,0.07,-0.02,0.002,0.001,0.004,,,
2.375,-0.04,0.11,0.05,0,0,0.003,,,
2.3758,-0.02,0.11,-0.04,-0.002,-0.002,0.004,,,
2.3767,-0.03,0.1,0.02,-0.002,-0.001,0.004,,,
2.3775,-0.01,0.09,0.06,-0.001,-0.001,0.003,,,
2.3783,-0.04,0.11,0.01,-0.001,-0.002,0.004,,,
2.3792,-0.06,0.09,0,0,-0.003,0.004,,,
2.38,-0.06,0.09,0.05,0,-0.003,0.004,,,
2.3808,-0.06,0.1,0.07,0,-0.002,0.004,,,
2.3817,-0.05,0.08,0.14,0.001,-0.003,0.004,,,
2.3825,-0.04,0.04,0.2,0.003,0,0.004,,,
2.3833,-0.01,0.07,0.2,0.002,0.006,0.004,,,
2.3842,0.12,0.06,0.09,0.003,0.011,0.004,,,
